2025-08-11 16:40:07 |     INFO | structformer_training | setup_logging:107 | ✅ Logging setup complete. Logs: logs/dry_full_poincare/training.log
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/main/README.md HTTP/1.1" 200 0
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 86289cb6-b868-4a47-b8b6-b94afabfcea9: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py (authenticated: True)
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py HTTP/1.1" 404 0
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'User-Agent: datasets/4.0.0; python/3.10.12; huggingface_hub/0.34.4; pyarrow/21.0.0; torch/2.8.0; jax/0.6.2' https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 53353c60-cafa-4cef-98e6-848f375753ca: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py (authenticated: False)
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _new_conn:1049 | Starting new HTTPS connection (1): s3.amazonaws.com:443
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://s3.amazonaws.com:443 "HEAD /datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py HTTP/1.1" 404 0
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 4287de18-a148-4723-896e-26c9ed30b7d9: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d (authenticated: True)
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d HTTP/1.1" 200 1378
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request e0f00a5b-6e5e-4938-8f39-88f90a9fc730: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml (authenticated: True)
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml HTTP/1.1" 404 0
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' 'https://datasets-server.huggingface.co/info?dataset=bendemonium/babylm25_bpe_tokens'
2025-08-11 16:40:08 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 15691533-081c-4f50-842a-c99d3cbf7f52: GET https://datasets-server.huggingface.co/info?dataset=bendemonium/babylm25_bpe_tokens (authenticated: True)
2025-08-11 16:40:08 |    DEBUG | urllib3.connectionpool | _new_conn:1049 | Starting new HTTPS connection (1): datasets-server.huggingface.co:443
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://datasets-server.huggingface.co:443 "GET /info?dataset=bendemonium/babylm25_bpe_tokens HTTP/1.1" 501 None
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request c8c4a495-fccb-47f5-928b-551231b7f782: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d HTTP/1.1" 200 1378
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' 'https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d?recursive=False&expand=False'
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 09c1e1cf-f52d-4eba-891f-6662cb6ffa89: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d?recursive=False&expand=False (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d?recursive=False&expand=False HTTP/1.1" 200 974
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' 'https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d/data?recursive=False&expand=False'
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request b5bd406f-79c8-4583-a65f-3182d6e7441a: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d/data?recursive=False&expand=False (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/tree/e6c2e9185c75c14f37b167b35b73264fc663158d/data?recursive=False&expand=False HTTP/1.1" 200 1429
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: unknown/None; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 5e59aaa2-b5ed-46ab-ad46-b1ff948bea5f: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _new_conn:1049 | Starting new HTTPS connection (1): huggingface.co:443
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 1090a6e2-952c-4122-880f-d3317c0d4e5b: GET https://huggingface.co/api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _new_conn:1049 | Starting new HTTPS connection (1): huggingface.co:443
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d HTTP/1.1" 200 1378
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "GET /api/datasets/bendemonium/babylm25_bpe_tokens/revision/e6c2e9185c75c14f37b167b35b73264fc663158d HTTP/1.1" 200 1378
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 2d976349-b315-45a6-8fd9-b0ddb6a6982a: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json HTTP/1.1" 404 0
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:331 | Attempting to acquire lock 130807609579968 on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:334 | Lock 130807609579968 acquired on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | fsspec.local | __init__:357 | open file: /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_info.json
2025-08-11 16:40:09 |    DEBUG | filelock | release:364 | Attempting to release lock 130807609579968 on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | release:367 | Lock 130807609579968 released on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:331 | Attempting to acquire lock 130807462634080 on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:334 | Lock 130807462634080 acquired on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | fsspec.local | __init__:357 | open file: /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_info.json
2025-08-11 16:40:09 |    DEBUG | filelock | release:364 | Attempting to release lock 130807462634080 on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | filelock | release:367 | Lock 130807462634080 released on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/main/README.md
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 69acc01b-5ead-44ce-870d-1c63087af7c7: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/main/README.md (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/main/README.md HTTP/1.1" 200 0
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request f5cc97ee-5bc0-4513-9166-3393aeae1f56: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/babylm25_bpe_tokens.py HTTP/1.1" 404 0
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'User-Agent: datasets/4.0.0; python/3.10.12; huggingface_hub/0.34.4; pyarrow/21.0.0; torch/2.8.0; jax/0.6.2' https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 4e45f25b-a2f5-47a0-b3e2-075b5d9d5ce7: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py (authenticated: False)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://s3.amazonaws.com:443 "HEAD /datasets.huggingface.co/datasets/datasets/bendemonium/babylm25_bpe_tokens/bendemonium/babylm25_bpe_tokens.py HTTP/1.1" 404 0
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request c059e2e8-3616-4b6f-8060-cb8122c7dae2: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/.huggingface.yaml HTTP/1.1" 404 0
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X GET -H 'Accept: */*' -H 'Accept-Encoding: gzip, deflate' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0' 'https://datasets-server.huggingface.co/info?dataset=bendemonium/babylm25_bpe_tokens'
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request 2b1c6b64-2882-4b14-b896-62bfd235df24: GET https://datasets-server.huggingface.co/info?dataset=bendemonium/babylm25_bpe_tokens (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://datasets-server.huggingface.co:443 "GET /info?dataset=bendemonium/babylm25_bpe_tokens HTTP/1.1" 501 None
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | send:94 | Send: curl -X HEAD -H 'Accept: */*' -H 'Accept-Encoding: identity' -H 'Connection: keep-alive' -H 'authorization: <TOKEN>' -H 'user-agent: datasets/4.0.0; hf_hub/0.34.4; python/3.10.12; torch/2.8.0; huggingface_hub/0.34.4; pyarrow/21.0.0; jax/0.6.2' https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json
2025-08-11 16:40:09 |    DEBUG | huggingface_hub.utils._http | add_headers:87 | Request ed26b1cd-8ac4-484c-a554-80780161801f: HEAD https://huggingface.co/datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json (authenticated: True)
2025-08-11 16:40:09 |    DEBUG | urllib3.connectionpool | _make_request:544 | https://huggingface.co:443 "HEAD /datasets/bendemonium/babylm25_bpe_tokens/resolve/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_infos.json HTTP/1.1" 404 0
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:331 | Attempting to acquire lock 130807390843232 on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:334 | Lock 130807390843232 acquired on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | fsspec.local | __init__:357 | open file: /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_info.json
2025-08-11 16:40:09 |    DEBUG | filelock | release:364 | Attempting to release lock 130807390843232 on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | release:367 | Lock 130807390843232 released on /home/ubuntu/.cache/huggingface/datasets/_home_ubuntu_.cache_huggingface_datasets_bendemonium___babylm25_bpe_tokens_default_0.0.0_e6c2e9185c75c14f37b167b35b73264fc663158d.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:331 | Attempting to acquire lock 130807463099792 on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | filelock | acquire:334 | Lock 130807463099792 acquired on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | fsspec.local | __init__:357 | open file: /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d/dataset_info.json
2025-08-11 16:40:09 |    DEBUG | filelock | release:364 | Attempting to release lock 130807463099792 on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |    DEBUG | filelock | release:367 | Lock 130807463099792 released on /home/ubuntu/.cache/huggingface/datasets/bendemonium___babylm25_bpe_tokens/default/0.0.0/e6c2e9185c75c14f37b167b35b73264fc663158d_builder.lock
2025-08-11 16:40:09 |     INFO | __main__ | main:249 | Run mode: structformer_poincare | epochs=1 | batch_size=64 | eval_every≈25000 words | vocab=gpt2 | pad_id=50256
2025-08-11 16:40:09 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished tracing + transforming broadcast_in_dim for pjit in 0.000368595 sec
2025-08-11 16:40:09 |    DEBUG | jax._src.interpreters.pxla | _cached_lowering_to_hlo:1865 | Compiling broadcast_in_dim with global shapes and types [ShapedArray(int32[])]. Argument mapping: (UnspecifiedValue,).
2025-08-11 16:40:09 |    DEBUG | jax._src.dispatch | __exit__:198 | Finished jaxpr to MLIR module conversion jit(broadcast_in_dim) in 0.002645731 sec
2025-08-11 16:40:09 |    DEBUG | jax._src.compiler | get_compile_options:170 | get_compile_options: num_replicas=1 num_partitions=1 device_assignment=[[CudaDevice(id=0)]]
2025-08-11 16:40:09 |    DEBUG | jax._src.compiler | get_compile_options:252 | get_compile_options XLA-AutoFDO profile: using XLA-AutoFDO profile version -1
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized computation: 7bf8d315c819f8050797611a0142934e6aabb8cbc2d958eab1470e06b841e42c
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing computation: 7bf8d315c819f8050797611a0142934e6aabb8cbc2d958eab1470e06b841e42c
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized jax_lib version: 276ac86581d06a6a2089de6284a136fe303d490a711d879f275cc9a55f1cd807
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing jax_lib version: c7943c0f53ae21d7e4e8986fc6afc4131e6966944dd7cc8b3be5d815a3a3d10e
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:156 | get_cache_key hash of serialized backend version: 965fea884eee98107b4cc08267fc24f6eec1bf25ce3878163cbf5d7ca546bfe8
2025-08-11 16:40:09 |    DEBUG | jax._src.cache_key | _log_cache_key_hash:162 | get_cache_key hash after serializing backend version: 6ae2d385c68960545c8aecd0f0d9897b9943bec8602c7241d579a3d5383d0e2b
